S.no,Application_Name,Customer_Initiated_Transactions_Volume_Mn,Customer_Initiated_Transactions_Value_Cr,B2C_Transactions_Volume_Mn,B2C_Transactions_Value_Cr,B2B_Transactions_Volume_Mn,B2B_Transactions_Value_Cr,Total_Volume_Mn,Total_Value_Cr,Year,Month
1981,Bajaj Finserv #,8.23,1852.43,0.0,0.0,0.0,0.0,8.23,1852.43,2024,jun
1982,Slice #,7.86,634.47,0.0,0.0,0.0,0.0,7.86,634.47,2024,jun
1983,IDFC Bank Apps,7.33,1654.91,0.0,0.0,0.0,0.0,7.33,1654.91,2024,jun
1984,State Bank of India Apps,7.22,2426.08,0.0,0.0,0.0,0.0,7.22,2426.08,2024,jun
1985,Samsung Pay #,6.38,542.12,0.0,0.0,0.0,0.0,6.38,542.12,2024,jun
1986,India Post Payments Bank Apps,6.01,732.1,0.0,0.0,0.0,0.0,6.01,732.1,2024,jun
1987,Flipkart UPI #,5.97,337.24,0.0,0.0,0.0,0.0,5.97,337.24,2024,jun
1988,Federal Bank Apps,5.67,790.57,0.0,0.0,0.0,0.0,5.67,790.57,2024,jun
1989,Jupiter Money #,5.63,750.68,0.0,0.0,0.0,0.0,5.63,750.68,2024,jun
1990,Canara Bank Apps,2.88,793.85,0.0,0.0,0.0,0.0,2.88,793.85,2024,jun
1991,Jio Payments Bank Apps,2.33,186.62,0.0,0.0,0.0,0.0,2.33,186.62,2024,jun
1992,Deutsche Bank Apps,2.25,334.1,0.0,0.0,0.0,0.03,2.25,334.12,2024,jun
1993,Timepay #,1.82,20.11,0.0,0.0,0.0,0.09,1.82,20.2,2024,jun
1994,Punjab National Bank Apps,1.8,472.48,0.0,0.0,0.0,0.0,1.8,472.48,2024,jun
1995,RBL Bank Apps,1.66,733.04,0.0,0.01,0.09,52.02,1.75,785.07,2024,jun
1996,Indian Bank Apps,1.73,330.29,0.0,0.0,0.0,0.18,1.73,330.47,2024,jun
1997,OmniCard #,1.28,53.41,0.0,0.0,0.0,0.0,1.28,53.41,2024,jun
1998,Union Bank Apps,1.06,461.02,0.0,0.0,0.0,0.0,1.06,461.02,2024,jun
1999,Bank of Baroda Apps,1.03,450.62,0.0,0.0,0.0,0.0,1.03,450.62,2024,jun
2000,Central Bank of India Apps,0.83,188.63,0.0,0.0,0.0,0.0,0.83,188.63,2024,jun
2001,AU Small Finance Bank Apps,0.76,227.63,0.0,0.0,0.0,0.0,0.76,227.63,2024,jun
2002,Jammu and Kashmir Bank Apps,0.75,97.58,0.0,0.0,0.0,0.0,0.75,97.58,2024,jun
2003,DBS Digibank Apps,0.49,198.19,0.0,0.0,0.0,0.49,0.5,198.68,2024,jun
2004,South Indian Bank Apps,0.49,144.78,0.0,0.0,0.0,0.0,0.49,144.78,2024,jun
2005,IndusInd Bank Apps,0.42,115.96,0.0,0.0,0.01,1.9,0.43,117.86,2024,jun
2006,Fino Payments bank Apps,0.41,55.79,0.0,0.0,0.0,0.0,0.41,55.79,2024,jun
2007,HSBC Bank Apps,0.4,148.04,0.0,0.05,0.0,0.0,0.4,148.09,2024,jun
2008,Shriram One #,0.28,37.04,0.0,0.0,0.0,0.0,0.28,37.04,2024,jun
2009,UCO Bank Apps,0.22,67.4,0.0,0.0,0.0,0.0,0.22,67.4,2024,jun
2010,Digikhata #,0.19,63.31,0.0,0.0,0.0,0.0,0.19,63.31,2024,jun
2011,Karnataka Bank Apps,0.18,33.54,0.0,0.0,0.0,0.0,0.18,33.55,2024,jun
2012,Standard Chartered Bank Apps,0.17,117.31,0.0,0.0,0.0,0.05,0.17,117.35,2024,jun
2013,TataNeu #,0.16,23.31,0.0,0.0,0.0,0.0,0.16,23.31,2024,jun
2014,Kiwi #,0.15,31.43,0.0,0.0,0.0,0.0,0.15,31.43,2024,jun
2015,Suryoday,0.14,0.02,0.0,0.0,0.0,0.0,0.14,0.02,2024,jun
2016,Indian Overseas Bank Apps,0.13,37.62,0.0,0.0,0.0,0.0,0.13,37.62,2024,jun
2017,super.money #,0.13,5.04,0.0,0.0,0.0,0.0,0.13,5.04,2024,jun
2018,Dhani,0.11,13.84,0.0,0.0,0.0,0.0,0.11,13.84,2024,jun
2019,Bank of India Apps,0.1,38.05,0.0,0.0,0.0,0.0,0.1,38.05,2024,jun
2020,Ultracash #,0.09,6.51,0.0,0.0,0.0,0.0,0.09,6.51,2024,jun
2021,Tamilnad Mercantile Bank Apps,0.08,26.21,0.0,0.0,0.0,0.0,0.08,26.21,2024,jun
2022,City Union Bank Apps,0.08,28.66,0.0,0.0,0.0,0.0,0.08,28.66,2024,jun
2023,POPClub #,0.07,4.87,0.0,0.0,0.0,0.0,0.07,4.87,2024,jun
2024,Citi Bank Apps,0.06,70.21,0.0,0.0,0.0,0.3,0.07,70.51,2024,jun
2025,Aditya Birla Capital Digital #,0.07,3.45,0.0,0.0,0.0,0.0,0.07,3.45,2024,jun
2026,IDBI Bank Apps,0.07,27.06,0.0,0.0,0.0,0.0,0.07,27.06,2024,jun
2027,NSDL Payments Bank Apps,0.06,10.09,0.0,0.0,0.0,0.0,0.06,10.09,2024,jun
2028,Bank of Maharashtra Apps,0.05,11.11,0.0,0.0,0.0,0.0,0.05,11.11,2024,jun
2029,Karur Vysya Bank Apps,0.05,18.73,0.0,0.0,0.0,0.0,0.05,18.73,2024,jun
2030,Niyo Global #,0.05,24.78,0.0,0.0,0.0,0.0,0.05,24.78,2024,jun
2031,Equitas Small Finance Bank Apps,0.04,26.25,0.0,0.0,0.0,0.0,0.04,26.25,2024,jun
2032,Punjab Sind Bank Apps,0.03,12.38,0.0,0.0,0.0,0.0,0.03,12.38,2024,jun
2033,Other Apps,1.41,180.43,0.0,0.0,0.13,3.67,1.54,184.11,2024,jun
2034,PhonePe #,6983.97,1028799.39,0.0,0.0,0.0,0.0,6983.97,1028799.39,2024,jul
2035,Google Pay #,5341.23,735159.2,0.0,0.0,0.0,0.0,5341.23,735159.2,2024,jul
2036,Paytm (OCL ) #,1128.97,123467.32,0.0,0.0,0.0,0.0,1128.97,123467.33,2024,jul
2037,Cred #,142.56,48998.89,0.0,0.0,0.0,0.0,142.56,48998.89,2024,jul
2038,Axis Bank Apps,15.45,3943.51,93.11,2389.15,0.01,2.4,108.57,6335.06,2024,jul
2039,Amazon Pay #,72.41,7995.92,0.0,0.0,0.0,0.0,72.41,7995.92,2024,jul
2040,Navi #,68.47,3574.61,0.0,0.0,0.0,0.0,68.47,3574.61,2024,jul
2041,ICICI Bank Apps,42.13,17883.79,3.46,405.17,7.32,10240.43,52.91,28529.39,2024,jul
2042,Fampay by Trio #,52.04,639.44,0.0,0.0,0.0,0.0,52.04,639.44,2024,jul
2043,Kotak Mahindra Bank Apps,44.8,6488.28,0.0,0.0,0.0,0.0,44.8,6488.28,2024,jul
2044,WhatsApp #,41.39,3215.18,0.0,0.0,0.0,0.0,41.39,3215.18,2024,jul
2045,HDFC Bank Apps,35.25,8747.15,0.02,0.07,0.0,0.28,35.28,8747.5,2024,jul
2046,BHIM,24.64,8756.73,0.0,0.0,0.0,0.0,24.64,8756.73,2024,jul
2047,Yes Bank Apps,23.81,9556.22,0.0,0.0,0.27,26.99,24.08,9583.2,2024,jul
2048,Airtel Payments Bank Apps,16.63,1210.03,0.0,0.0,0.85,0.29,17.48,1210.32,2024,jul
2049,Groww #,15.18,12129.34,0.0,0.0,0.0,0.0,15.18,12129.34,2024,jul
2050,Bajaj Finserv #,9.9,2309.58,0.0,0.0,0.0,0.0,9.9,2309.58,2024,jul
2051,Slice #,9.41,708.27,0.0,0.0,0.0,0.0,9.41,708.27,2024,jul
2052,Mobikwik #,9.11,2431.73,0.0,0.0,0.0,0.0,9.11,2431.73,2024,jul
2053,State Bank of India Apps,8.06,2691.74,0.0,0.0,0.0,0.0,8.06,2691.74,2024,jul
2054,IDFC Bank Apps,7.63,1725.98,0.0,0.0,0.0,0.0,7.63,1725.98,2024,jul
2055,Flipkart UPI #,7.12,422.36,0.0,0.0,0.0,0.0,7.12,422.36,2024,jul
2056,Samsung Pay #,6.6,558.51,0.0,0.0,0.0,0.0,6.6,558.51,2024,jul
2057,India Post Payments Bank Apps,6.43,826.31,0.0,0.0,0.0,0.0,6.43,826.31,2024,jul
2058,Federal Bank Apps,5.95,848.66,0.0,0.0,0.0,0.0,5.95,848.66,2024,jul
2059,Jupiter Money #,5.76,781.04,0.0,0.0,0.0,0.0,5.76,781.04,2024,jul
2060,Canara Bank Apps,3.04,834.74,0.0,0.0,0.0,0.0,3.04,834.74,2024,jul
2061,Federal Bank Apps,2.68,460.69,0.0,0.0,0.0,0.0,2.68,460.69,2024,jul
2062,Jio Payments Bank Apps,2.53,199.65,0.0,0.0,0.0,0.0,2.53,199.65,2024,jul
2063,super.money #,2.5,75.7,0.0,0.0,0.0,0.0,2.5,75.7,2024,jul
2064,Deutsche Bank Apps,2.43,344.47,0.0,0.0,0.0,0.06,2.44,344.53,2024,jul
2065,Timepay #,2.16,20.43,0.0,0.0,0.0,0.08,2.16,20.52,2024,jul
2066,Punjab National Bank Apps,2.15,563.99,0.0,0.0,0.0,0.0,2.15,563.99,2024,jul
2067,Indian Bank Apps,1.95,342.38,0.0,0.0,0.0,2.45,1.95,344.83,2024,jul
2068,RBL Bank Apps,1.41,336.63,0.0,0.0,0.05,18.14,1.46,354.77,2024,jul
2069,Union Bank Apps,1.28,530.92,0.0,0.0,0.0,0.0,1.28,530.92,2024,jul
2070,Omnicard #,1.2,54.57,0.0,0.0,0.0,0.0,1.2,54.57,2024,jul
2071,Bank of Baroda Apps,1.07,477.6,0.0,0.0,0.0,0.39,1.07,477.99,2024,jul
2072,Jammu and Kashmir Bank Apps,0.87,111.92,0.0,0.0,0.0,0.0,0.87,111.92,2024,jul
2073,Central Bank of India Apps,0.83,180.98,0.0,0.0,0.0,0.0,0.83,180.98,2024,jul
2074,AU Small Finance Bank Apps,0.66,202.05,0.0,0.0,0.0,0.0,0.66,202.05,2024,jul
2075,South Indian Bank Apps,0.56,159.32,0.0,0.0,0.0,0.0,0.56,159.32,2024,jul
2076,DBS Digibank Apps,0.52,205.42,0.0,0.0,0.0,0.61,0.53,206.03,2024,jul
2077,POPClub#,0.45,34.71,0.0,0.0,0.0,0.0,0.45,34.71,2024,jul
2078,Fino Payments bank Apps,0.44,58.11,0.0,0.0,0.0,0.0,0.44,58.11,2024,jul
2079,HSBC Bank Apps,0.44,152.09,0.0,0.05,0.0,0.0,0.44,152.15,2024,jul
2080,IndusInd Bank Apps,0.37,99.64,0.0,0.0,0.01,1.48,0.38,101.12,2024,jul
2081,Shri Ram One #,0.3,35.64,0.0,0.0,0.0,0.0,0.3,35.64,2024,jul
2082,Digikhata #,0.26,83.11,0.0,0.0,0.0,0.0,0.26,83.11,2024,jul
2083,UCO Bank Apps,0.24,69.95,0.0,0.0,0.0,0.0,0.24,69.95,2024,jul
2084,Karnataka Bank Apps,0.19,39.14,0.0,0.0,0.0,0.0,0.19,39.14,2024,jul
2085,Standard Chartered Bank Apps,0.17,116.68,0.0,0.0,0.0,0.04,0.17,116.72,2024,jul
2086,TataNeu #,0.17,26.16,0.0,0.0,0.0,0.0,0.17,26.16,2024,jul
2087,Indian Overseas Bank Apps,0.15,45.13,0.0,0.0,0.0,0.0,0.15,45.13,2024,jul
2088,Kiwi,0.15,30.35,0.0,0.0,0.0,0.0,0.15,30.35,2024,jul
2089,Suryoday Bank Apps,0.13,0.03,0.0,0.0,0.0,0.0,0.13,0.03,2024,jul
2090,Dhani #,0.11,15.91,0.0,0.0,0.0,0.0,0.11,15.91,2024,jul
2091,Ultracash #,0.1,7.35,0.0,0.0,0.0,0.0,0.1,7.35,2024,jul
2092,Bank of India Apps,0.08,20.12,0.0,0.0,0.0,0.0,0.08,20.12,2024,jul
2093,Tamilnad Mercantile Bank Apps,0.08,24.19,0.0,0.0,0.0,0.0,0.08,24.19,2024,jul
2094,City Union Bank Apps,0.08,28.82,0.0,0.0,0.0,0.0,0.08,28.82,2024,jul
2095,IDBI Bank Apps,0.08,32.92,0.0,0.0,0.0,0.0,0.08,32.92,2024,jul
2096,Aditya Birla Capital Digital Limited,0.08,3.7,0.0,0.0,0.0,0.0,0.08,3.7,2024,jul
2097,NSDL Payments Bank Apps,0.07,10.63,0.0,0.0,0.0,0.0,0.07,10.63,2024,jul
2098,Citi Bank Apps,0.06,33.95,0.0,0.0,0.01,0.59,0.07,34.54,2024,jul
2099,Bank of Maharashtra Apps,0.06,13.25,0.0,0.0,0.0,0.02,0.06,13.27,2024,jul
2100,Niyo Global #,0.06,28.59,0.0,0.0,0.0,0.0,0.06,28.59,2024,jul
2101,Karur Vysya Bank Apps,0.06,20.69,0.0,0.0,0.0,0.0,0.06,20.69,2024,jul
2102,Rapi Pay #,0.04,5.95,0.0,0.0,0.0,0.0,0.04,5.95,2024,jul
2103,Equitas Small Finance Bank Apps,0.04,28.2,0.0,0.0,0.0,0.0,0.04,28.2,2024,jul
2104,Punjab Sind Bank Apps,0.03,14.96,0.0,0.0,0.0,0.0,0.03,14.96,2024,jul
2105,Allahabad Bank Apps,0.02,5.19,0.0,0.0,0.0,0.0,0.02,5.19,2024,jul
2106,Other Apps,1.34,191.87,0.0,0.08,0.15,3.99,1.48,195.85,2024,jul
2107,PhonePe #,7236.49,1033264.34,0.0,0.0,0.0,0.0,7236.49,1033264.34,2024,aug
2108,Google Pay #,5592.45,742223.07,0.0,0.0,0.0,0.0,5592.45,742223.07,2024,aug
2109,Paytm #,1078.9,113672.16,0.0,0.0,0.0,0.0,1078.9,113672.17,2024,aug
2110,Cred #,147.48,50720.89,0.0,0.0,0.0,0.0,147.48,50720.89,2024,aug
2111,Axis Bank Apps,18.05,4189.44,95.91,1642.7,0.01,2.21,113.97,5834.35,2024,aug
2112,Navi #,88.71,4651.32,0.0,0.0,0.0,0.0,88.71,4651.32,2024,aug
2113,Amazon Pay #,70.72,7744.21,0.0,0.0,0.0,0.0,70.72,7744.21,2024,aug
2114,FamApp by Trio,57.16,686.06,0.0,0.0,0.0,0.0,57.16,686.06,2024,aug
2115,ICICI Bank Apps,48.59,18120.13,0.01,6.62,2.72,3182.57,51.31,21309.33,2024,aug
2116,Kotak Mahindra Bank Apps,46.94,6349.0,0.0,0.0,0.0,0.0,46.94,6349.0,2024,aug
2117,WhatsApp #,45.43,3421.99,0.0,0.0,0.0,0.0,45.43,3421.99,2024,aug
2118,HDFC Bank Apps,35.74,8834.38,0.26,0.39,0.01,0.42,36.0,8835.19,2024,aug
2119,Yes Bank Apps,25.94,9692.56,0.0,0.01,0.37,24.65,26.3,9717.22,2024,aug
2120,BHIM,25.94,8363.28,0.0,0.0,0.0,0.0,25.94,8363.28,2024,aug
2121,Airtel Payments Bank Apps,17.56,1221.85,0.0,0.01,0.0,0.0,17.56,1221.86,2024,aug
2122,Mobikwik #,14.94,3012.52,0.0,0.0,0.0,0.0,14.94,3012.52,2024,aug
2123,Groww #,13.65,9693.95,0.0,0.0,0.0,0.0,13.65,9693.95,2024,aug
2124,super.money #,11.63,385.77,0.0,0.0,0.0,0.0,11.63,385.77,2024,aug
2125,Bajaj Finserv #,11.01,2639.91,0.0,0.0,0.0,0.0,11.01,2639.91,2024,aug
2126,slice #,10.53,775.67,0.0,0.0,0.0,0.0,10.53,775.67,2024,aug
2127,State Bank of India Apps,9.0,2827.84,0.0,0.0,0.0,0.0,9.0,2827.84,2024,aug
2128,Flipkart UPI #,8.6,468.99,0.0,0.0,0.0,0.0,8.6,468.99,2024,aug
2129,IDFC Bank Apps,8.01,1768.92,0.0,0.0,0.0,0.0,8.01,1768.92,2024,aug
2130,Samsung Pay #,7.14,567.24,0.0,0.0,0.0,0.0,7.14,567.24,2024,aug
2131,India Post Payments Bank Apps,7.04,906.0,0.0,0.0,0.0,0.0,7.04,906.0,2024,aug
2132,Federal Bank Apps,6.25,901.05,0.0,0.0,0.0,0.0,6.25,901.05,2024,aug
2133,Jupiter Money #,6.04,807.39,0.0,0.0,0.0,0.0,6.04,807.39,2024,aug
2134,Deutsche Bank Apps,3.73,369.37,0.0,0.0,0.0,0.07,3.73,369.45,2024,aug
2135,Canara Bank Apps,3.1,810.75,0.0,0.0,0.0,0.0,3.1,810.75,2024,aug
2136,Jio Payments Bank Apps,2.62,201.6,0.0,0.0,0.0,0.0,2.62,201.6,2024,aug
2137,Punjab National Bank Apps,2.57,595.26,0.0,0.0,0.0,0.0,2.57,595.26,2024,aug
2138,Indian Bank Apps,2.26,373.47,0.0,0.0,0.0,0.28,2.26,373.75,2024,aug
2139,RBL Bank Apps,1.53,548.79,0.0,0.0,0.02,5.51,1.55,554.3,2024,aug
2140,Timepay #,1.29,12.89,0.0,0.0,0.0,0.02,1.29,12.9,2024,aug
2141,Union Bank Apps,1.27,468.83,0.0,0.0,0.0,0.0,1.27,468.83,2024,aug
2142,OmniCard #,1.21,61.66,0.0,0.0,0.0,0.0,1.21,61.66,2024,aug
2143,Bank of Baroda Apps,1.13,449.45,0.0,0.0,0.0,0.0,1.13,449.45,2024,aug
2144,Jammu and Kashmir Bank Apps,0.93,122.73,0.0,0.0,0.0,0.0,0.93,122.73,2024,aug
2145,Central Bank of India Apps,0.85,173.27,0.0,0.0,0.0,0.0,0.85,173.27,2024,aug
2146,Pop Club,0.77,72.62,0.0,0.0,0.0,0.0,0.77,72.62,2024,aug
2147,South Indian Bank Apps,0.62,168.87,0.0,0.0,0.0,0.0,0.62,168.87,2024,aug
2148,AU Small Finance Bank Apps,0.53,155.57,0.0,0.0,0.0,0.0,0.53,155.57,2024,aug
2149,DBS Digibank Apps,0.52,198.88,0.0,0.0,0.0,0.58,0.52,199.46,2024,aug
2150,Aditya Birla Capital Digital,0.51,16.36,0.0,0.0,0.0,0.0,0.51,16.36,2024,aug
2151,HSBC Bank Apps,0.49,168.5,0.0,0.09,0.0,0.0,0.49,168.59,2024,aug
2152,Fino Payments bank Apps,0.46,54.37,0.0,0.0,0.0,0.0,0.46,54.37,2024,aug
2153,IndusInd Bank Apps,0.37,99.26,0.0,0.0,0.01,2.23,0.37,101.49,2024,aug
2154,Digikhata #,0.33,110.14,0.0,0.0,0.0,0.0,0.33,110.14,2024,aug
2155,Shri Ram One #,0.33,37.87,0.0,0.0,0.0,0.0,0.33,37.87,2024,aug
2156,Kiwi #,0.29,37.8,0.0,0.0,0.0,0.0,0.29,37.8,2024,aug
2157,UCO Bank Apps,0.24,53.95,0.0,0.0,0.0,0.0,0.24,53.95,2024,aug
2158,Suryoday Bank Apps,0.21,0.02,0.0,0.0,0.0,0.0,0.21,0.02,2024,aug
2159,Karnataka Bank Apps,0.19,39.14,0.0,0.0,0.0,0.0,0.19,39.14,2024,aug
2160,TataNeu #,0.18,28.51,0.0,0.0,0.0,0.0,0.18,28.51,2024,aug
2161,Standard Chartered Bank Apps,0.18,116.65,0.0,0.0,0.0,0.03,0.18,116.68,2024,aug
2162,Indian Overseas Bank Apps,0.17,46.55,0.0,0.0,0.0,0.0,0.17,46.55,2024,aug
2163,Dhani,0.12,15.89,0.0,0.0,0.0,0.0,0.12,15.89,2024,aug
2164,Ultracash,0.12,8.68,0.0,0.0,0.0,0.0,0.12,8.68,2024,aug
2165,Bank of India Apps,0.11,28.04,0.0,0.0,0.0,0.0,0.11,28.04,2024,aug
2166,IDBI Bank Apps,0.09,33.76,0.0,0.0,0.0,0.0,0.09,33.76,2024,aug
2167,City Union Bank Apps,0.08,29.36,0.0,0.0,0.0,0.0,0.08,29.36,2024,aug
2168,Niyo Global,0.08,40.29,0.0,0.0,0.0,0.0,0.08,40.29,2024,aug
2169,Tamilnad Mercantile Bank Apps,0.08,24.17,0.0,0.0,0.0,0.0,0.08,24.17,2024,aug
2170,NSDL Payments Bank Apps,0.08,11.72,0.0,0.0,0.0,0.0,0.08,11.72,2024,aug
2171,Karur Vysya Bank Apps,0.06,21.0,0.0,0.0,0.0,0.0,0.06,21.0,2024,aug
2172,Rapi Pay,0.06,9.04,0.0,0.0,0.0,0.0,0.06,9.04,2024,aug
2173,Equitas Small Finance Bank Apps,0.04,26.4,0.0,0.0,0.0,0.0,0.04,26.4,2024,aug
2174,Punjab Sind Bank Apps,0.03,13.83,0.0,0.0,0.0,0.0,0.03,13.83,2024,aug
2175,Allahabad Bank Apps,0.02,5.13,0.0,0.0,0.0,0.0,0.02,5.13,2024,aug
2176,Others,1.66,226.14,0.0,0.0,0.15,4.44,1.82,230.58,2024,aug
2177,PhonePe #,7221.22,1030871.0,0.0,0.0,0.0,0.0,7221.22,1030871.0,2024,sept
2178,Google Pay #,5625.22,746690.05,0.0,0.0,0.0,0.0,5625.22,746690.05,2024,sapt
2179,Paytm (OCL) #,1064.62,113351.53,0.0,0.01,0.0,0.0,1064.62,113351.54,2024,sapt
2180,Cred #,140.0,47982.71,0.0,0.0,0.0,0.0,140.0,47982.71,2024,sept
2181,Navi #,120.41,6549.1,0.0,0.0,0.0,0.0,120.41,6549.1,2024,sapt
2182,Axis Bank Apps,17.88,4248.02,102.5,1736.7,0.01,1.76,120.38,5986.48,2024,sapt
2183,Amazon Pay #,70.98,7845.04,0.0,0.0,0.0,0.0,70.98,7845.04,2024,sept
2184,Fam App by Trio #,61.05,714.29,0.0,0.0,0.0,0.0,61.05,714.29,2024,sapt
2185,ICICI Bank Apps,50.84,17864.44,0.01,7.85,2.74,3203.84,53.59,21076.12,2024,sapt
2186,WhatsApp #,48.75,3586.71,0.0,0.0,0.0,0.0,48.75,3586.71,2024,sept
2187,Kotak Mahindra Bank Apps,47.14,6413.16,0.0,0.0,0.0,0.0,47.14,6413.16,2024,sapt
2188,HDFC Bank Apps,35.84,8995.98,0.29,0.53,0.01,0.6,36.14,8997.11,2024,sapt
2189,Yes Bank Apps,30.61,9747.12,0.0,0.02,0.66,30.35,31.27,9777.48,2024,sept
2190,BHIM,26.39,8466.3,0.0,0.0,0.0,0.0,26.39,8466.3,2024,sapt
2191,super.money #,25.75,1131.59,0.0,0.0,0.0,0.0,25.75,1131.59,2024,sapt
2192,Airtel Payments Bank Apps,17.41,1278.37,0.0,0.01,0.0,0.06,17.41,1278.38,2024,sept
2193,Mobikwik #,16.07,2964.08,0.0,0.0,0.0,0.0,16.07,2964.08,2024,sapt
2194,Groww #,13.46,9526.49,0.0,0.0,0.0,0.0,13.46,9526.49,2024,sapt
2195,Flipkart UPI #,12.85,734.8,0.0,0.0,0.0,0.0,12.85,734.8,2024,sept
2196,Bajaj Finserv #,11.15,2711.55,0.0,0.0,0.0,0.0,11.15,2711.55,2024,sapt
2197,slice #,10.62,792.06,0.0,0.0,0.0,0.0,10.62,792.06,2024,sapt
2198,State Bank of India Apps,9.8,2883.41,0.0,0.0,0.0,0.0,9.8,2883.42,2024,sept
2199,IDFC Bank Apps,8.33,1838.99,0.0,0.0,0.0,0.0,8.33,1838.99,2024,sapt
2200,Samsung Pay #,7.33,564.5,0.0,0.0,0.0,0.0,7.33,564.5,2024,sapt
2201,India Post Payments Bank Apps,6.96,908.78,0.0,0.0,0.0,0.0,6.96,908.78,2024,sept
2202,Federal Bank Apps,6.3,918.67,0.0,0.0,0.0,0.0,6.3,918.67,2024,sapt
2203,Jupiter Money #,6.13,810.01,0.0,0.0,0.0,0.0,6.13,810.01,2024,sapt
2204,Deutsche Bank Apps,3.05,348.84,0.0,0.0,0.0,0.06,3.05,348.9,2024,sept
2205,Canara Bank Apps,3.04,799.52,0.0,0.0,0.0,0.0,3.04,799.52,2024,sapt
2206,Jio Payments Bank Apps,2.79,212.23,0.0,0.0,0.0,0.0,2.79,212.23,2024,sapt
2207,Punjab National Bank Apps,2.74,606.83,0.0,0.0,0.0,0.0,2.74,606.83,2024,sept
2208,Indian Bank Apps,2.69,424.84,0.0,0.0,0.0,0.05,2.69,424.89,2024,sapt
2209,Pop Club #,1.81,131.2,0.0,0.0,0.0,0.0,1.81,131.2,2024,sapt
2210,Timepay #,1.74,15.26,0.0,0.0,0.0,0.0,1.74,15.26,2024,sept
2211,RBL Bank Apps,1.64,599.18,0.0,0.0,0.01,4.26,1.66,603.44,2024,sapt
2212,OmniCard,1.31,74.96,0.0,0.0,0.0,0.0,1.31,74.96,2024,sapt
2213,Bank of Baroda Apps,1.12,452.89,0.0,0.0,0.0,0.0,1.12,452.89,2024,sept
2214,Central Bank of India Apps,0.97,189.93,0.0,0.0,0.0,0.0,0.97,189.93,2024,sapt
2215,Jammu and Kashmir Bank Apps,0.77,118.94,0.0,0.0,0.0,0.0,0.77,118.94,2024,sapt
2216,Aditya Birla Capital Digital,0.72,32.26,0.0,0.0,0.0,0.0,0.72,32.26,2024,sept
2217,Union Bank Apps,0.62,212.37,0.0,0.0,0.0,0.0,0.62,212.37,2024,sapt
2218,South Indian Bank Apps,0.6,169.06,0.0,0.0,0.0,0.0,0.6,169.06,2024,sapt
2219,DBS Digibank Apps,0.52,199.76,0.0,0.0,0.0,0.66,0.52,200.42,2024,sept
2220,HSBC Bank Apps,0.5,153.35,0.0,0.1,0.0,0.09,0.51,153.54,2024,sapt
2221,Fino Payments bank Apps,0.49,57.89,0.0,0.0,0.0,0.0,0.49,57.89,2024,sapt
2222,AU Small Finance Bank Apps,0.46,136.87,0.0,0.0,0.0,0.0,0.46,136.87,2024,sept
2223,Digikhata,0.38,122.41,0.0,0.0,0.0,0.0,0.38,122.41,2024,sapt
2224,IndusInd Bank Apps,0.35,88.4,0.0,0.0,0.01,2.17,0.36,90.58,2024,sapt
2225,Shri Ram One #,0.35,42.33,0.0,0.0,0.0,0.0,0.35,42.33,2024,sept
2226,Kiwi #,0.29,44.31,0.0,0.0,0.0,0.0,0.29,44.31,2024,sapt
2227,Suryoday Bank Apps,0.29,0.03,0.0,0.0,0.0,0.0,0.29,0.03,2024,sapt
2228,UCO Bank Apps,0.26,59.89,0.0,0.0,0.0,0.0,0.26,59.89,2024,sept
2229,TataNeu #,0.21,40.5,0.0,0.0,0.0,0.0,0.21,40.5,2024,sapt
2230,Indian Overseas Bank Apps,0.17,48.02,0.0,0.0,0.0,0.0,0.17,48.02,2024,sapt
2231,Standard Chartered Bank Apps,0.17,108.84,0.0,0.0,0.0,0.02,0.17,108.86,2024,sept
2232,Karnataka Bank Apps,0.15,31.93,0.0,0.0,0.0,0.0,0.15,31.93,2024,sapt
2233,Bank of India Apps,0.15,35.33,0.0,0.0,0.0,0.0,0.15,35.33,2024,sapt
2234,Dhani,0.13,15.76,0.0,0.0,0.0,0.0,0.13,15.76,2024,sept
2235,Ultracash #,0.12,8.71,0.0,0.0,0.0,0.0,0.12,8.71,2024,sapt
2236,Niyo Global #,0.09,49.74,0.0,0.0,0.0,0.0,0.09,49.74,2024,sapt
2237,IDBI Bank Apps,0.09,34.69,0.0,0.0,0.0,0.0,0.09,34.69,2024,sept
2238,NSDL Payments Bank Apps,0.08,10.6,0.0,0.0,0.0,0.0,0.08,10.6,2024,sapt
2239,City Union Bank Apps,0.07,27.34,0.0,0.0,0.0,0.0,0.07,27.34,2024,sapt
2240,Tamilnad Mercantile Bank Apps,0.07,22.04,0.0,0.0,0.0,0.0,0.07,22.04,2024,sept
2241,Rapi Pay,0.06,9.55,0.0,0.0,0.0,0.0,0.06,9.55,2024,sapt
2242,Bharat Pe,0.06,6.03,0.0,0.0,0.0,0.0,0.06,6.03,2024,sapt
2243,True Balance,0.05,6.37,0.0,0.0,0.0,0.0,0.05,6.37,2024,sept
2244,One Card #,0.05,27.93,0.0,0.0,0.0,0.0,0.05,27.93,2024,sapt
2245,Karur Vysya Bank Apps,0.05,16.83,0.0,0.0,0.0,0.0,0.05,16.83,2024,sapt
2246,Salary Se #,0.04,1.78,0.0,0.0,0.0,0.0,0.04,1.78,2024,sept
2247,Freo Money #,0.04,1.91,0.0,0.0,0.0,0.0,0.04,1.91,2024,sapt
